"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000114391",236.217634032011,0.845530484380196,0.298146783329873,2.83595373707149,0.0045689063741267,0.111903060732457
"ENSG00000117143",407.728703071205,-0.716510583666891,0.253557481800658,-2.82583096573817,0.00471581423503307,0.114487249736509
"ENSG00000166441",424.620334331227,0.749027449353868,0.265258508688943,2.82376408227576,0.00474633070515676,0.114487249736509
"ENSG00000136235",290.546301999799,0.800155680984243,0.283713365262398,2.82029604154955,0.00479793631493912,0.114644637033929
"ENSG00000164733",1792.39386505301,0.603089936817923,0.213975533932341,2.81849950662406,0.00482486851838773,0.114644637033929
"ENSG00000171345",399.748535464531,0.668771733152911,0.238044422024764,2.80944089117676,0.00496276313266959,0.117047687514222
"ENSG00000114374",392.949041867581,-0.683674739596825,0.243641996168696,-2.80606279027305,0.00501509186986528,0.117412150835669
"ENSG00000026025",934.500294964147,0.61992409622137,0.221339135191989,2.800788462843,0.0050977923514133,0.118477159466423
"ENSG00000118181",458.433977782497,0.703447097115363,0.252673643464148,2.78401453935253,0.00536906273537014,0.123765762344991
"ENSG00000172869",621.734120599852,-0.657058225597495,0.236184956894379,-2.78196475439089,0.00540309075563876,0.123765762344991
"ENSG00000041353",284.038409071205,-0.731792819155794,0.264206526242193,-2.76977571131219,0.00560949056316499,0.127479218479634
"ENSG00000072110",1392.73608333334,0.664061740030177,0.240074386582989,2.76606659078403,0.00567369477347877,0.127479218479634
"ENSG00000224389",362.320424472344,0.80960274450516,0.29276161569538,2.76539922278458,0.00568531690455654,0.127479218479634
"ENSG00000077942",1321.28467013352,0.588486184974979,0.213155225382985,2.76083395993517,0.00576539794527822,0.128370818585775
"ENSG00000143013",243.552281404048,0.714902706183822,0.259261320538196,2.7574599431175,0.00582523499810646,0.128511398773113
"ENSG00000156467",254.980195102068,0.742358948174713,0.269367213538593,2.75593654633232,0.00585243493156452,0.128511398773113
"ENSG00000163453",1461.42689443279,0.605662485011087,0.220035087129369,2.75257229614015,0.00591290892647877,0.128950013848688
"ENSG00000125257",2012.55284919365,-0.63940840735747,0.233101936398135,-2.74304202374951,0.00608728946623859,0.129212864403358
"ENSG00000152137",314.52182827,0.87111015797652,0.317423159375095,2.74431821449783,0.00606367277461294,0.129212864403358
"ENSG00000173890",300.134316841096,-0.822779421322363,0.299745902009619,-2.74492300247014,0.0060525096540045,0.129212864403358
"ENSG00000187244",2072.5372917629,-0.567836200272489,0.206911445624819,-2.74434407704112,0.00606319502683837,0.129212864403358
"ENSG00000106789",248.541136192737,-0.749160761680328,0.274810891478534,-2.72609559850304,0.00640884332649048,0.12968401683404
"ENSG00000112096",1408.55749434133,0.802593180357576,0.294760729357266,2.72286332751196,0.00647188257555895,0.12968401683404
"ENSG00000145423",281.946094792789,0.747865576936516,0.274232810841116,2.72711924821356,0.00638899450617848,0.12968401683404
"ENSG00000154330",528.214242862122,0.884655301281206,0.323636225235329,2.73348665044507,0.00626676636525326,0.12968401683404
"ENSG00000159176",3505.27557256098,0.670715930298626,0.245978472320188,2.72672613978007,0.00639661042383312,0.12968401683404
"ENSG00000160932",226.386999742822,0.716648480865325,0.261659945014806,2.73885435856364,0.00616536787291502,0.12968401683404
"ENSG00000169347",290.509214952958,-0.811172374352029,0.297934826567186,-2.72265039874117,0.00647605486074507,0.12968401683404
"ENSG00000182253",1396.41094925682,0.805089817345898,0.295121772026626,2.7279919465693,0.00637211637023241,0.12968401683404
"ENSG00000196923",525.663917718317,0.743553385286955,0.272110621899426,2.73254083246254,0.00628478807225866,0.12968401683404
"ENSG00000013375",557.287515941755,-0.735141502367577,0.270383855826999,-2.71888090403573,0.00655031882376502,0.130351344592924
"ENSG00000109586",720.417781462505,-0.602535385568052,0.221849743182438,-2.71596160953208,0.00660835804607589,0.130689515644134
"ENSG00000112769",236.649942873047,0.704372414429473,0.259562421868078,2.71369179467538,0.00665380389800865,0.130775997600368
"ENSG00000183087",321.434368142951,0.68135336762073,0.251639056929648,2.70766142559189,0.00677591092358176,0.132358898041008
"ENSG00000137845",601.2446406665,-0.596855575723072,0.220911691615208,-2.70178355595002,0.00689686434593654,0.133900098033305
"ENSG00000151726",1043.72702581192,-0.589691320469732,0.218738507368019,-2.6958733858305,0.0070204346342221,0.134657011297368
"ENSG00000180573",270.068751757453,-0.841989275289869,0.3121768922835,-2.69715438939416,0.006993483790955,0.134657011297368
"ENSG00000167751",27493.7235228694,-0.792744948684653,0.294970653815855,-2.68753836501834,0.00719808329033229,0.137237707762982
"ENSG00000084636",530.03877480037,0.602747620906421,0.224512871089592,2.68469071720122,0.00725969510745367,0.137473370962148
"ENSG00000152661",366.709850669129,0.69709842510724,0.260203642693799,2.67904944715769,0.00738314900581887,0.137473370962148
"ENSG00000157227",330.808690445068,0.665744120370887,0.248449724626363,2.6795929090768,0.00737117441020281,0.137473370962148
"ENSG00000196924",10762.8316714416,0.72010284394876,0.268690440216604,2.68004638858104,0.00736119581719596,0.137473370962148
"ENSG00000228253",3454.57081515596,0.593165751114713,0.221726438946308,2.67521434941888,0.00746814847620916,0.138247585745639
"ENSG00000058063",407.167509944879,-0.628676720022919,0.23551204936036,-2.66940363234228,0.00759860746028497,0.138251235163128
"ENSG00000132669",263.376024230668,0.7156597756315,0.267771604313275,2.67264999015439,0.00752547237594328,0.138251235163128
"ENSG00000146281",268.513002944514,-0.695537412218141,0.26042670956631,-2.67076066574133,0.00756795858248624,0.138251235163128
"ENSG00000135424",241.350887375078,0.80263503896655,0.301895277516825,2.65865384039278,0.00784535238992416,0.141929556872264
"ENSG00000072952",379.4824642042,0.713519294041186,0.268832108669393,2.65414461677517,0.0079509742774936,0.142224169098537
"ENSG00000111110",528.642317464242,-0.711333802801113,0.267955166264609,-2.65467470815122,0.00793849196315705,0.142224169098537
"ENSG00000105707",293.865020182876,-0.837218971466059,0.31581567027661,-2.6509734958141,0.00802601394116851,0.142764404406037
"ENSG00000087301",231.839249004717,-0.729896288099566,0.276139367618859,-2.64321706243278,0.00821223694278556,0.144462775833311
"ENSG00000115641",261.676205655035,0.711019654945376,0.268853162222963,2.64463936026059,0.00817780240761212,0.144462775833311
"ENSG00000113594",350.466404445213,-0.926269015678978,0.35075482265036,-2.64078768377278,0.00827135359549014,0.1447032409233
"ENSG00000140416",2226.20041659774,0.648070397425559,0.245650528009689,2.63818035595673,0.00833522383659721,0.145023785222544
"ENSG00000151617",319.355903643318,0.778525283675202,0.295567876340192,2.63399829952812,0.00843859105589554,0.145421753368314
"ENSG00000183963",801.063595922056,0.722023853340301,0.274162472919569,2.63356193738492,0.00844944232824687,0.145421753368314
"ENSG00000129514",1414.2721744235,-0.612345820469235,0.232887331544456,-2.62936509430675,0.00855444657045881,0.146437407958822
"ENSG00000104154",790.761107204972,-0.86224398881171,0.328426708455096,-2.6253771895339,0.00865530262045494,0.147371569751489
"ENSG00000052344",345.236291668326,-0.668223129724052,0.255193505649197,-2.61849582740804,0.00883183717004155,0.148492153224451
"ENSG00000058668",678.008876017672,0.646252174039814,0.247078173362617,2.61557775518827,0.00890766371415517,0.148492153224451
"ENSG00000100234",1037.04137098927,0.576380156719072,0.220000932251278,2.61989870143254,0.00879558895068437,0.148492153224451
"ENSG00000174938",271.968939724651,-0.700662200379675,0.267728810261074,-2.61705940311926,0.00886909050614837,0.148492153224451
"ENSG00000135269",345.084598965539,0.710261871675078,0.27183405124609,2.61285099647829,0.00897904394488237,0.148902478752633
"ENSG00000105974",278.205395048857,0.887672394932549,0.340756893059945,2.60500202053548,0.00918737181512433,0.149247917649775
"ENSG00000110880",333.852610183922,0.65446079701157,0.250901734514979,2.60843472555786,0.00909573574067828,0.149247917649775
"ENSG00000123358",2262.0264252712,-0.539171292975031,0.206840696654116,-2.6066983030745,0.00914198706253594,0.149247917649775
"ENSG00000198502",227.661449278647,0.762285359316277,0.292349961136352,2.60744128835627,0.00912217128320622,0.149247917649775
"ENSG00000096088",390.505981144414,2.58081369354759,0.991632947806914,2.60258969738278,0.00925226088126806,0.149539079421104
"ENSG00000122406",863.879716329943,0.586017446055115,0.22602590035143,2.59270041682817,0.00952256800953444,0.153130588597766
"ENSG00000163346",581.99495082329,0.60436924624965,0.233725858302267,2.58580394415772,0.00971521739421555,0.155443478307449
"ENSG00000083223",417.717785976488,-0.659181225467769,0.25609013806393,-2.57402034475537,0.0100524362002122,0.158450281492454
"ENSG00000166446",358.637447262832,-0.610088156639434,0.236861753296585,-2.57571409545177,0.0100033322533603,0.158450281492454
"ENSG00000237550",248.36010568689,0.662526644482003,0.25722990783439,2.57562058028085,0.010006037792516,0.158450281492454
"ENSG00000129116",1428.61457941839,0.603262533423327,0.235242201511851,2.56443159240259,0.0103344948778888,0.162093752173388
"ENSG00000131981",268.066482618525,0.641077181210546,0.250402628221517,2.56018551308264,0.0104616301420294,0.163283482216772
"ENSG00000017260",1239.03314300934,-0.552785139433079,0.21713775533764,-2.54578085038008,0.0109033615482825,0.168100727184699
"ENSG00000171940",469.031760299387,-0.583291942083685,0.22899344497983,-2.54719929705875,0.0108591396137238,0.168100727184699
"ENSG00000179222",952.20646172627,-0.558801362469776,0.219570755764102,-2.54497171321908,0.0109286590851861,0.168100727184699
"ENSG00000041982",743.757813701069,0.567611246101658,0.224005014236556,2.5339220554333,0.0112793817787145,0.168186659884054
"ENSG00000077235",919.003512832796,-0.604225791819371,0.2382959210371,-2.53561113924942,0.0112251303145622,0.168186659884054
"ENSG00000135596",296.500098898976,0.71255094285756,0.281277238615027,2.53326912040971,0.0113004156290753,0.168186659884054
"ENSG00000148396",1142.99020053757,-0.534976558363247,0.210951332662917,-2.53601886089099,0.0112120695257883,0.168186659884054
"ENSG00000159674",3319.0313653943,-1.60560436872237,0.634219271347811,-2.53162343255545,0.0113535849157168,0.168186659884054
"ENSG00000171302",1004.09271602593,-0.577078666515078,0.227239521692324,-2.53951716768893,0.0111005597198469,0.168186659884054
"ENSG00000179403",518.357560328511,0.665101285677899,0.262727690769587,2.53152335686304,0.0113568253376481,0.168186659884054
"ENSG00000182534",298.639676607415,0.648501107132873,0.256108637815774,2.53213289744393,0.011337101312848,0.168186659884054
"ENSG00000164692",2449.81215876046,0.52626281671637,0.208112294884018,2.52874447907876,0.0114471331538089,0.16833587502685
"ENSG00000167332",4182.36438914087,-0.606589733915784,0.239951969699303,-2.52796313643908,0.0114726397238776,0.16833587502685
"ENSG00000162407",556.198164846817,0.68125746275688,0.269945794507426,2.52368244521082,0.0116132781364946,0.168843276651136
"ENSG00000162981",294.145345116742,-0.773670598230712,0.306400351791343,-2.52503169042566,0.0115687856484518,0.168843276651136
"ENSG00000138061",743.808979467208,0.616437170642838,0.244547518583871,2.52072551875608,0.0117113165900769,0.169494691012749
"ENSG00000079308",2270.29642745259,0.659964350174521,0.262202089874065,2.51700644526327,0.0118356664029081,0.169565977351472
"ENSG00000079931",262.670816360186,0.743570776407715,0.29561662970173,2.51532120218662,0.0118923981618195,0.169565977351472
"ENSG00000113657",1070.42994221378,0.601400977184234,0.239156830182561,2.51467196954046,0.0119143180848033,0.169565977351472
"ENSG00000131471",316.848543107519,0.681743063618156,0.271153830763155,2.51422988087393,0.0119292647382945,0.169565977351472
"ENSG00000109572",498.90583558954,-0.570516072211233,0.227346590854179,-2.50945514541348,0.0120917571227557,0.169919110931057
"ENSG00000124198",293.726960220187,-0.6114883216646,0.243959866976688,-2.50651194904542,0.0121928936430154,0.169919110931057
"ENSG00000144713",520.341479768276,0.636767122434802,0.254042987244579,2.50653296649263,0.0121921687751217,0.169919110931057
"ENSG00000186480",245.6447020463,-0.712563092121672,0.284376906830765,-2.50569956633547,0.0122209410814108,0.169919110931057
"ENSG00000231991",517.980803852956,0.587813433461732,0.234177379710832,2.5101204658946,0.0120689981339101,0.169919110931057
"ENSG00000065534",3535.46901922847,0.730500947262973,0.292776090505189,2.49508402821584,0.0125927305704129,0.174327191896499
"ENSG00000103942",633.612359353159,-0.709650479534763,0.28507310841976,-2.48936310923382,0.0127972189863818,0.176391104989783
"ENSG00000197323",274.074802837229,-0.635195230569622,0.255498699381069,-2.48609966355346,0.0129151790469981,0.177249698645009
